"warehouseid","time","utilization","max"
1890180489335197184,135,97.396,32
1890180489335197184,136,97.396,32
1890180489335197184,137,97.396,32
1890180489335197184,138,97.396,32
1890180489335197184,139,97.396,32
1890180489335197184,140,97.396,32
1890180489335197184,142,0.651,32
1890180489335197184,143,0.651,32
1890180489335197184,144,0.651,32
1890180489335197184,153,0.012,32
1890180489335197184,154,1.602,32
1890180489335197184,155,1.602,32
1890180489335197184,156,1.602,32
1890180489335197184,157,1.602,32
1890180489335197184,158,1.602,32
1890180489335197184,160,0.009,32
1890180489335197184,161,1.842,32
1890180489335197184,162,1.842,32
1890180489335197184,163,1.842,32
1890180489335197184,164,0.114,32
1890180489335197184,165,0.105,32
1890180489335197184,166,0.105,32
1890180489335197184,168,0.011,32
1890180489335197184,169,0.011,32
1890180489335197184,170,0.011,32
1890180489335197184,171,0.011,32
1890180489335197184,172,0.011,32
1890180489335197184,173,0.011,32
1890180489335197184,174,0.011,32
1890180489335197184,175,0.011,32
1890180489335197184,176,0.011,32
1890180489335197184,180,0.058,32
1890180489335197184,181,0.058,32
1890180489335197184,182,2.503,32
1890180489335197184,183,2.503,32
1890180489335197184,184,2.503,32
1890180489335197184,188,0.014,32
1890180489335197184,189,2.741,32
1890180489335197184,190,2.737,32
1890180489335197184,191,2.737,32
1890180489335197184,192,3.713,32
1890180489335197184,193,3.703,32
1890180489335197184,194,3.48,32
1890180489335197184,195,1.14,32
1890180489335197184,196,1.14,32
1890180489335197184,197,0.944,32
1890180489335197184,198,1.271,32
1890180489335197184,199,0.327,32
1890180489335197184,200,2.706,32
1890180489335197184,201,2.706,32
1890180489335197184,202,2.706,32
1890180489335197184,205,0.056,32
1890180489335197184,206,0.056,32
1890180489335197184,207,2.208,32
1890180489335197184,208,3.93,32
1890180489335197184,209,3.93,32
1890180489335197184,210,4.117,32
1890180489335197184,211,1.909,32
1890180489335197184,212,1.909,32
1890180489335197184,215,3.042,32
1890180489335197184,216,5.229,32
1890180489335197184,217,7.007,32
1890180489335197184,218,3.965,32
1890180489335197184,219,4.14,32
1890180489335197184,220,1.701,32
1890180489335197184,221,129.335,32
1890180489335197184,222,127.634,32
1890180489335197184,223,127.634,32
1890180489335197184,224,127.502,32
1890180489335197184,225,129.262,32
1890180489335197184,226,129.202,32
1890180489335197184,227,128.022,32
1890180489335197184,228,128.055,32
1890180489335197184,229,127.814,32
1890180489335197184,230,129.926,32
1890180489335197184,231,128.336,32
1890180489335197184,232,128.496,32
1890180489335197184,233,126.374,32
1890180489335197184,234,126.204,32
1890180489335197184,235,126.044,32
1890180489335197184,236,128.543,32
1890180489335197184,237,130.505,32
1890180489335197184,238,132.039,32
1890180489335197184,239,132.039,32
1890180489335197184,240,129.517,32
1890180489335197184,241,130.776,32
1890180489335197184,242,129.039,32
1890180489335197184,243,129.096,32
1890180489335197184,244,130.494,32
1890180489335197184,245,128.903,32
1890180489335197184,246,128.903,32
1890180489335197184,247,128.529,32
1890180489335197184,248,127.633,32
1890180489335197184,249,127.633,32
1890180489335197184,250,127.27,32
1890180489335197184,251,129.648,32
1890180489335197184,252,130.036,32
1890180489335197184,253,131.141,32
1890180489335197184,254,131.285,32
1890180489335197184,255,129.191,32
1890180489335197184,256,127.777,32
1890180489335197184,257,130.5,32
1890180489335197184,258,130.591,32
1890180489335197184,259,129.202,32
1890180489335197184,260,126.649,32
1890180489335197184,261,126.367,32
1890180489335197184,262,126.021,32
1890180489335197184,263,129.773,32
1890180489335197184,264,129.773,32
1890180489335197184,265,130.914,32
1890180489335197184,266,132.282,32
1890180489335197184,267,133.93,32
1890180489335197184,268,133.291,32
1890180489335197184,269,130.185,32
1890180489335197184,270,128.344,32
1890180489335197184,271,128.344,32
1890180489335197184,272,126.082,32
1890180489335197184,273,128.76,32
1890180489335197184,274,128.699,32
1890180489335197184,275,128.699,32
1890180489335197184,276,128.699,32
1890180489335197184,277,131.56,32
1890180489335197184,278,128.882,32
1890180489335197184,279,130.797,32
1890180489335197184,280,128.283,32
1890180489335197184,281,128.283,32
1890180489335197184,282,128.017,32
1890180489335197184,283,131.058,32
1890180489335197184,284,129.062,32
1890180489335197184,285,130.277,32
1890180489335197184,286,130.277,32
1890180489335197184,287,127.932,32
1890180489335197184,288,128.182,32
1890180489335197184,289,126.271,32
1890180489335197184,290,129.887,32
1890180489335197184,291,129.637,32
1890180489335197184,292,130.147,32
1890180489335197184,293,126.531,32
1890180489335197184,294,126.075,32
1890180489335197184,295,127.954,32
1890180489335197184,296,127.9,32
1890180489335197184,297,127.9,32
1890180489335197184,298,127.9,32
1890180489335197184,299,127.939,32
1890180489335197184,300,128.282,32
1890180489335197184,301,126.364,32
1890180489335197184,302,183.153,32
1890180489335197184,303,333.512,32
1890180489335197184,304,333.512,32
1890180489335197184,305,333.512,32
1890180489335197184,306,333.393,32
1890180489335197184,307,332.143,32
1890180489335197184,308,332.202,32
1890180489335197184,309,332.381,32
1890180489335197184,310,322.708,32
1890180489335197184,311,322.708,32
1890180489335197184,312,322.529,32
1890180489335197184,313,322.529,32
1890180489335197184,314,322.529,32
1890180489335197184,315,322.47,32
1890180489335197184,316,322.829,32
1890180489335197184,317,322.829,32
1890180489335197184,318,309.704,32
1890180489335197184,319,291.935,32
1890180489335197184,320,291.935,32
1890180489335197184,321,291.935,32
1890180489335197184,322,291.935,32
1890180489335197184,323,291.935,32
1890180489335197184,324,291.935,32
1890180489335197184,325,291.935,32
1890180489335197184,326,291.935,32
1890180489335197184,327,256.928,32
1890180489335197184,328,256.928,32
1890180489335197184,329,256.928,32
1890180489335197184,330,256.928,32
1890180489335197184,331,254.118,32
1890180489335197184,332,254.118,32
1890180489335197184,333,254.544,32
1890180489335197184,334,252.03,32
1890180489335197184,335,252.03,32
1890180489335197184,336,252.03,32
1890180489335197184,337,252.03,32
1890180489335197184,338,252.03,32
1890180489335197184,339,252.03,32
1890180489335197184,340,251.604,32
1890180489335197184,341,251.604,32
1890180489335197184,342,251.604,32
1890180489335197184,343,251.604,32
1890180489335197184,344,251.604,32
1890180489335197184,345,251.604,32
1890180489335197184,346,251.604,32
1890180489335197184,347,251.604,32
1890180489335197184,348,251.604,32
1890180489335197184,349,251.604,32
1890180489335197184,350,251.604,32
1890180489335197184,351,251.604,32
1890180489335197184,352,251.604,32
1890180489335197184,353,251.604,32
1890180489335197184,354,252.998,32
1890180489335197184,355,252.998,32
1890180489335197184,356,252.998,32
1890180489335197184,357,252.998,32
1890180489335197184,358,252.998,32
1890180489335197184,359,252.998,32
1890180489335197184,360,251.604,32
1890180489335197184,361,251.604,32
1890180489335197184,362,251.604,32
1890180489335197184,363,251.604,32
1890180489335197184,364,251.604,32
1890180489335197184,365,251.604,32
1890180489335197184,366,251.623,32
1890180489335197184,367,251.623,32
1890180489335197184,368,253.08,32
1890180489335197184,369,253.091,32
1890180489335197184,370,253.908,32
1890180489335197184,371,253.878,32
1890180489335197184,372,254.043,32
1890180489335197184,373,252.586,32
1890180489335197184,374,266.633,32
1890180489335197184,375,232.235,32
1890180489335197184,376,232.07,32
1890180489335197184,377,232.07,32
1890180489335197184,378,232.07,32
1890180489335197184,379,233.281,32
1890180489335197184,380,233.281,32
1890180489335197184,381,233.281,32
1890180489335197184,382,232.464,32
1890180489335197184,383,232.464,32
1890180489335197184,384,232.464,32
1890180489335197184,385,231.278,32
1890180489335197184,386,232.909,32
1890180489335197184,387,232.884,32
1890180489335197184,388,233.385,32
1890180489335197184,389,233.385,32
1890180489335197184,390,233.679,32
1890180489335197184,391,232.048,32
1890180489335197184,392,232.504,32
1890180489335197184,393,231.709,32
1890180489335197184,394,231.728,32
1890180489335197184,395,231.728,32
1890180489335197184,396,231.728,32
1890180489335197184,397,232.541,32
1890180489335197184,398,232.541,32
1890180489335197184,399,232.541,32
1890180489335197184,400,232.556,32
1890180489335197184,401,232.308,32
1890180489335197184,402,232.293,32
1890180489335197184,403,232.537,32
1890180489335197184,404,232.329,32
1890180489335197184,405,232.329,32
1890180489335197184,406,223.826,32
1890180489335197184,407,223.363,32
1890180489335197184,408,223.967,32
1890180489335197184,409,180.614,32
1890180489335197184,410,180.614,32
1890180489335197184,411,180.614,32
1890180489335197184,412,180.614,32
1890180489335197184,413,180.66,32
1890180489335197184,414,181.344,32
1890180489335197184,415,181.298,32
1890180489335197184,416,181.298,32
1890180489335197184,417,181.069,32
1890180489335197184,418,181.147,32
1890180489335197184,419,180.778,32
1890180489335197184,420,180.778,32
1890180489335197184,421,180.778,32
1890180489335197184,422,180.778,32
1890180489335197184,423,180.828,32
1890180489335197184,424,180.818,32
1890180489335197184,425,180.818,32
1890180489335197184,426,180.818,32
1890180489335197184,427,180.69,32
1890180489335197184,428,132.539,32
1890180489335197184,429,133.52,32
1890180489335197184,430,133.554,32
1890180489335197184,431,134.258,32
1890180489335197184,432,134.345,32
1890180489335197184,433,133.89,32
1890180489335197184,434,134.029,32
1890180489335197184,435,133.407,32
1890180489335197184,436,132.468,32
1890180489335197184,437,132.348,32
1890180489335197184,438,132.348,32
1890180489335197184,439,132.185,32
1890180489335197184,440,134.477,32
1890180489335197184,441,133.806,32
1890180489335197184,442,137.915,32
1890180489335197184,443,135.622,32
1890180489335197184,444,135.622,32
1890180489335197184,445,131.571,32
1890180489335197184,446,134.472,32
1890180489335197184,447,134.458,32
1890180489335197184,448,134.458,32
1890180489335197184,449,131.588,32
1890180489335197184,450,131.588,32
1890180489335197184,451,133.887,32
1890180489335197184,452,133.805,32
1890180489335197184,453,133.784,32
1890180489335197184,454,135.04,32
1890180489335197184,455,132.718,32
1890180489335197184,456,126.906,32
1890180489335197184,457,126.906,32
1890180489335197184,458,127.439,32
1890180489335197184,459,127.439,32
1890180489335197184,460,127.439,32
1890180489335197184,461,127.735,32
1890180489335197184,462,127.449,32
1890180489335197184,463,127.449,32
1890180489335197184,464,127.153,32
1890180489335197184,465,127.153,32
1890180489335197184,466,127.153,32
1890180489335197184,467,127.359,32
1890180489335197184,468,126.826,32
1890180489335197184,469,127.6,32
1890180489335197184,470,127.394,32
1890180489335197184,471,127.394,32
1890180489335197184,472,127.394,32
1890180489335197184,473,127.394,32
1890180489335197184,474,126.97,32
1890180489335197184,475,126.97,32
1890180489335197184,476,126.97,32
1890180489335197184,477,127.144,32
1890180489335197184,478,130.495,32
1890180489335197184,479,130.665,32
1890180489335197184,480,126.509,32
1890180489335197184,481,126.021,32
1890180489335197184,482,126.021,32
1890180489335197184,483,126.021,32
1890180489335197184,484,126.021,32
1890180489335197184,485,126.021,32
1890180489335197184,486,127.231,32
1890180489335197184,487,127.231,32
1890180489335197184,488,127.231,32
1890180489335197184,489,127.231,32
1890180489335197184,490,127.231,32
1890180489335197184,491,127.231,32
1890180489335197184,492,127.231,32
1890180489335197184,493,127.231,32
1890180489335197184,494,126.021,32
1890180489335197184,495,126.021,32
1890180489335197184,496,126.021,32
1890180489335197184,497,126.021,32
1890180489335197184,498,128.579,32
1890180489335197184,499,128.579,32
1890180489335197184,500,128.798,32
1890180489335197184,501,126.24,32
1890180489335197184,502,126.24,32
1890180489335197184,503,126.021,32
1890180489335197184,504,126.021,32
1890180489335197184,505,126.021,32
1890180489335197184,512,0.791,32
1890180489335197184,513,0.791,32
1890180489335197184,514,0.791,32
1890180489335197184,554,11.806,32
1890180489335197184,555,11.806,32
1890180489335197184,556,11.806,32
1890180489335197184,557,11.806,32
1890180489335197184,558,11.806,32
1890180489335197184,559,11.806,32
1890180489335197184,560,11.806,32
1890180489335197184,561,11.806,32
1890180489335197184,562,11.806,32
1890180489335197184,563,11.806,32
1890180489335197184,564,11.806,32
1890180489335197184,565,11.806,32
1890180489335197184,566,11.806,32
1890180489335197184,567,11.806,32
1890180489335197184,568,11.806,32
1890180489335197184,569,11.806,32
1890180489335197184,570,11.806,32
1890180489335197184,571,11.806,32
1890180489335197184,572,11.806,32
1890180489335197184,573,11.806,32
1890180489335197184,574,11.806,32
1890180489335197184,575,11.806,32
1890180489335197184,576,11.806,32
1890180489335197184,577,11.806,32
1890180489335197184,578,11.806,32
1890180489335197184,579,11.806,32
1890180489335197184,580,11.806,32
1890180489335197184,581,11.806,32
1890180489335197184,582,11.806,32
1890180489335197184,583,11.806,32
1890180489335197184,584,11.806,32
1890180489335197184,585,11.806,32
1890180489335197184,586,134.028,32
1890180489335197184,587,134.028,32
1890180489335197184,588,134.028,32
1890180489335197184,589,134.028,32
1890180489335197184,590,134.028,32
1890180489335197184,591,134.028,32
1890180489335197184,592,134.028,32
1890180489335197184,593,134.028,32
1890180489335197184,594,134.028,32
1890180489335197184,595,134.028,32
1890180489335197184,596,134.028,32
1890180489335197184,597,134.028,32
1890180489335197184,598,134.028,32
1890180489335197184,599,134.028,32
1890180489335197184,600,134.028,32
1890180489335197184,601,200.65,32
1890180489335197184,602,200.65,32
1890180489335197184,603,200.65,32
1890180489335197184,604,200.65,32
1890180489335197184,605,200.65,32
1890180489335197184,606,200.65,32
1890180489335197184,607,200.65,32
1890180489335197184,608,200.65,32
1890180489335197184,609,200.65,32
1890180489335197184,610,200.65,32
1890180489335197184,611,200.65,32
1890180489335197184,612,200.65,32
1890180489335197184,613,200.65,32
1890180489335197184,614,200.65,32
1890180489335197184,615,200.65,32
1890180489335197184,616,78.428,32
1890180489335197184,617,78.428,32
1890180489335197184,618,78.428,32
1890180489335197184,619,78.428,32
1890180489335197184,620,78.428,32
1890180489335197184,621,78.428,32
1890180489335197184,622,78.428,32
1890180489335197184,623,78.428,32
1890180489335197184,624,78.428,32
1890180489335197184,625,243.85,32
1890180489335197184,626,232.044,32
1890180489335197184,627,232.044,32
1890180489335197184,628,232.044,32
1890180489335197184,629,232.044,32
1890180489335197184,630,232.044,32
1890180489335197184,631,232.044,32
1890180489335197184,632,232.044,32
1890180489335197184,633,232.044,32
1890180489335197184,634,232.044,32
1890180489335197184,635,232.044,32
1890180489335197184,636,232.044,32
1890180489335197184,637,232.044,32
1890180489335197184,638,232.044,32
1890180489335197184,639,232.044,32
1890180489335197184,640,232.044,32
1890180489335197184,641,232.044,32
1890180489335197184,642,232.044,32
1890180489335197184,643,232.044,32
1890180489335197184,644,232.044,32
1890180489335197184,645,232.044,32
1890180489335197184,646,232.044,32
1890180489335197184,647,232.044,32
1890180489335197184,648,232.044,32
1890180489335197184,649,232.044,32
1890180489335197184,650,232.044,32
1890180489335197184,651,232.446,32
1890180489335197184,652,232.446,32
1890180489335197184,653,232.044,32
1890180489335197184,654,232.044,32
1890180489335197184,655,232.044,32
1890180489335197184,656,232.044,32
1890180489335197184,657,232.044,32
1890180489335197184,658,233.402,32
1890180489335197184,659,233.402,32
1890180489335197184,660,233.402,32
1890180489335197184,661,233.402,32
1890180489335197184,662,233.402,32
1890180489335197184,663,233.402,32
1890180489335197184,664,233.535,32
1890180489335197184,665,232.177,32
1890180489335197184,666,232.177,32
1890180489335197184,667,232.177,32
1890180489335197184,668,232.044,32
1890180489335197184,669,232.044,32
1890180489335197184,670,232.044,32
1890180489335197184,671,232.044,32
1890180489335197184,672,232.044,32
1890180489335197184,673,234.749,32
1890180489335197184,674,234.749,32
1890180489335197184,675,235.016,32
1890180489335197184,676,232.311,32
1890180489335197184,677,232.361,32
1890180489335197184,678,234.77,32
1890180489335197184,679,234.791,32
1890180489335197184,680,234.791,32
1890180489335197184,681,235.253,32
1890180489335197184,682,235.253,32
1890180489335197184,683,235.501,32
1890180489335197184,684,232.292,32
1890180489335197184,685,232.292,32
1890180489335197184,686,232.044,32
1890180489335197184,687,232.071,32
1890180489335197184,688,235.533,32
1890180489335197184,689,235.506,32
1890180489335197184,690,235.506,32
1890180489335197184,691,232.044,32
1890180489335197184,692,232.044,32
1890180489335197184,693,233.126,32
1890180489335197184,694,233.126,32
1890180489335197184,695,233.15,32
1890180489335197184,696,235.052,32
1890180489335197184,697,235.316,32
1890180489335197184,698,234.234,32
1890180489335197184,699,234.234,32
1890180489335197184,700,234.231,32
1890180489335197184,701,232.563,32
1890180489335197184,702,232.278,32
1890180489335197184,703,232.044,32
1890180489335197184,704,232.044,32
1890180489335197184,705,235.006,32
1890180489335197184,706,235.006,32
1890180489335197184,707,235.006,32
1890180489335197184,708,235.309,32
1890180489335197184,709,232.347,32
1890180489335197184,710,232.347,32
1890180489335197184,711,232.784,32
1890180489335197184,712,232.784,32
1890180489335197184,713,234.032,32
1890180489335197184,714,234.025,32
1890180489335197184,715,234.213,32
1890180489335197184,716,234.352,32
1890180489335197184,717,233.636,32
1890180489335197184,718,233.448,32
1890180489335197184,719,233.855,32
1890180489335197184,720,232.451,32
1890180489335197184,721,232.075,32
1890180489335197184,722,234.879,32
1890180489335197184,723,234.848,32
1890180489335197184,724,234.848,32
1890180489335197184,725,234.848,32
1890180489335197184,726,234.848,32
1890180489335197184,727,232.044,32
1890180489335197184,728,233.998,32
1890180489335197184,729,233.998,32
1890180489335197184,730,233.998,32
1890180489335197184,731,233.998,32
1890180489335197184,732,233.998,32
1890180489335197184,733,232.291,32
1890180489335197184,734,232.291,32
1890180489335197184,735,232.044,32
1890180489335197184,736,232.044,32
1890180489335197184,737,232.044,32
1890180489335197184,738,232.044,32
1890180489335197184,739,232.044,32
1890180489335197184,740,232.973,32
1890180489335197184,741,232.973,32
1890180489335197184,742,232.973,32
1890180489335197184,743,232.973,32
1890180489335197184,744,232.973,32
1890180489335197184,745,232.973,32
1890180489335197184,746,232.973,32
1890180489335197184,747,232.973,32
1890180489335197184,748,233.214,32
1890180489335197184,749,232.285,32
1890180489335197184,750,232.044,32
1890180489335197184,751,233.732,32
1890180489335197184,752,233.732,32
1890180489335197184,753,233.732,32
1890180489335197184,754,233.732,32
1890180489335197184,755,233.732,32
1890180489335197184,756,233.935,32
1890180489335197184,757,232.247,32
1890180489335197184,758,232.247,32
1890180489335197184,759,232.044,32
1890180489335197184,760,232.044,32
1890180489335197184,761,232.044,32
1890180489335197184,762,232.044,32
1890180489335197184,763,232.044,32
1890180489335197184,764,232.044,32
1890180489335197184,765,232.044,32
1890180489335197184,766,232.044,32
1890180489335197184,767,232.044,32
1890180489335197184,768,232.044,32
1890180489335197184,769,232.044,32
1890180489335197184,770,232.044,32
1890180489335197184,771,232.044,32
1890180489335197184,772,232.044,32
1890180489335197184,773,232.044,32
1890180489335197184,774,232.044,32
1890180489335197184,775,232.044,32
1890180489335197184,776,232.044,32
1890180489335197184,777,232.044,32
1890180489335197184,778,232.044,32
1890180489335197184,779,232.044,32
1890180489335197184,780,232.044,32
1890180489335197184,781,232.044,32
1890180489335197184,782,232.044,32
1890180489335197184,783,232.044,32
1890180489335197184,784,232.555,32
1890180489335197184,785,232.555,32
1890180489335197184,786,232.555,32
1890180489335197184,787,232.555,32
1890180489335197184,788,233.642,32
1890180489335197184,789,233.131,32
1890180489335197184,790,233.131,32
1890180489335197184,791,233.131,32
1890180489335197184,792,233.131,32
1890180489335197184,793,233.196,32
1890180489335197184,794,232.109,32
1890180489335197184,795,232.19,32
1890180489335197184,796,233.173,32
1890180489335197184,797,233.092,32
1890180489335197184,798,233.092,32
1890180489335197184,799,233.092,32
1890180489335197184,800,233.092,32
1890180489335197184,801,232.044,32
1890180489335197184,802,232.044,32
1890180489335197184,803,232.044,32
1890180489335197184,804,232.044,32
1890180489335197184,805,232.044,32
1890180489335197184,806,232.044,32
1890180489335197184,807,232.044,32
1890180489335197184,808,232.044,32
1890180489335197184,809,232.044,32
1890180489335197184,810,232.044,32
1890180489335197184,811,232.044,32
1890180489335197184,812,232.044,32
1890180489335197184,813,232.044,32
1890180489335197184,814,232.044,32
1890180489335197184,815,232.044,32
1890180489335197184,816,232.044,32
1890180489335197184,817,232.044,32
1890180489335197184,818,232.044,32
1890180489335197184,819,232.044,32
1890180489335197184,820,232.044,32
1890180489335197184,821,232.044,32
1890180489335197184,822,232.044,32
1890180489335197184,823,232.044,32
1890180489335197184,824,232.044,32
1890180489335197184,825,232.044,32
1890180489335197184,826,232.044,32
1890180489335197184,827,232.044,32
1890180489335197184,828,232.044,32
1890180489335197184,829,232.044,32
1890180489335197184,830,232.044,32
1890180489335197184,831,232.044,32
1890180489335197184,832,232.044,32
1890180489335197184,833,232.044,32
1890180489335197184,834,232.044,32
1890180489335197184,835,232.044,32
1890180489335197184,836,232.044,32
1890180489335197184,837,232.044,32
1890180489335197184,838,232.044,32
1890180489335197184,839,232.044,32
1890180489335197184,840,232.044,32
1890180489335197184,841,232.044,32
1890180489335197184,842,66.622,32
1890180489335197184,843,66.622,32
1890180489335197184,844,66.622,32
1890180489335197184,845,66.622,32
1890180489335197184,846,66.622,32
1890180489335197184,847,66.622,32
1890180489335197184,848,66.622,32
1890180489335197184,849,66.622,32
1890180489335197184,850,66.622,32
1890180489335197184,851,66.622,32
1890180489335197184,852,66.622,32
1890180489335197184,853,66.622,32
1890180489335197184,854,66.622,32
1890180489335197184,855,66.622,32
1890180489335197184,856,66.622,32
1890180489335197184,857,66.622,32
1890180489335197184,858,66.622,32
1890180489335197184,859,66.622,32
1890180489335197184,860,66.622,32
1890180489335197184,861,66.622,32
1890180489335197184,862,66.622,32
1890180489335197184,863,66.622,32
1890180489335197184,864,66.622,32
1890180489335197184,865,66.622,32
1890180489335197184,866,66.622,32
1890180489335197184,867,66.622,32
1890180489335197184,868,66.622,32
1890180489335197184,869,69.977,32
1890180489335197184,870,69.977,32
1890180489335197184,871,69.977,32
1890180489335197184,872,66.622,32
1890180489335197184,873,66.622,32
1890180489335197184,874,66.622,32
1890180489335197184,875,66.622,32
1890180489335197184,876,66.622,32
1890180489335197184,877,66.622,32
1890180489335197184,878,66.622,32
1890180489335197184,879,66.622,32
1890180489335197184,880,66.622,32
1890180489335197184,881,66.622,32
1890180489335197184,882,66.622,32
1890180489335197184,883,66.622,32
1890180489335197184,884,66.622,32
1890180489335197184,885,66.622,32
1890180489335197184,886,66.622,32
1890180489335197184,887,66.622,32
1890180489335197184,888,66.622,32
1890180489335197184,889,66.622,32
1890180489335197184,890,66.622,32
1890180489335197184,891,66.622,32
1890180489335197184,892,66.622,32
1890180489335197184,893,66.622,32
